site_id,stationTriplet,in_basin
taylor_park_reservoir_inflow,1041:CO:SNTL,False
taylor_park_reservoir_inflow,369:CO:SNTL,False
taylor_park_reservoir_inflow,938:CO:SNTL,False
taylor_park_reservoir_inflow,380:CO:SNTL,False
taylor_park_reservoir_inflow,1101:CO:SNTL,False
taylor_park_reservoir_inflow,1059:CO:SNTL,False
taylor_park_reservoir_inflow,415:CO:SNTL,False
taylor_park_reservoir_inflow,485:CO:SNTL,False
taylor_park_reservoir_inflow,531:CO:SNTL,False
taylor_park_reservoir_inflow,542:CO:SNTL,False
taylor_park_reservoir_inflow,547:CO:SNTL,False
taylor_park_reservoir_inflow,556:CO:SNTL,False
taylor_park_reservoir_inflow,618:CO:SNTL,False
taylor_park_reservoir_inflow,1040:CO:SNTL,False
taylor_park_reservoir_inflow,658:CO:SNTL,False
taylor_park_reservoir_inflow,669:CO:SNTL,False
taylor_park_reservoir_inflow,701:CO:SNTL,False
taylor_park_reservoir_inflow,939:CO:SNTL,False
taylor_park_reservoir_inflow,1100:CO:SNTL,False
taylor_park_reservoir_inflow,1128:CO:SNTL,False
taylor_park_reservoir_inflow,737:CO:SNTL,False
ruedi_reservoir_inflow,1041:CO:SNTL,False
ruedi_reservoir_inflow,345:CO:SNTL,False
ruedi_reservoir_inflow,369:CO:SNTL,False
ruedi_reservoir_inflow,938:CO:SNTL,False
ruedi_reservoir_inflow,380:CO:SNTL,False
ruedi_reservoir_inflow,415:CO:SNTL,False
ruedi_reservoir_inflow,1120:CO:SNTL,False
ruedi_reservoir_inflow,485:CO:SNTL,False
ruedi_reservoir_inflow,505:CO:SNTL,False
ruedi_reservoir_inflow,531:CO:SNTL,False
ruedi_reservoir_inflow,542:CO:SNTL,False
ruedi_reservoir_inflow,935:CO:SNTL,False
ruedi_reservoir_inflow,602:CO:SNTL,False
ruedi_reservoir_inflow,618:CO:SNTL,False
ruedi_reservoir_inflow,1040:CO:SNTL,False
ruedi_reservoir_inflow,937:CO:SNTL,False
ruedi_reservoir_inflow,1014:CO:SNTL,False
ruedi_reservoir_inflow,669:CO:SNTL,False
ruedi_reservoir_inflow,680:CO:SNTL,False
ruedi_reservoir_inflow,939:CO:SNTL,False
ruedi_reservoir_inflow,1100:CO:SNTL,False
ruedi_reservoir_inflow,737:CO:SNTL,False
ruedi_reservoir_inflow,802:CO:SNTL,False
ruedi_reservoir_inflow,1141:CO:SNTL,False
ruedi_reservoir_inflow,842:CO:SNTL,False
stehekin_r_at_stehekin,990:WA:SNTL,False
stehekin_r_at_stehekin,1080:WA:SNTL,False
stehekin_r_at_stehekin,998:WA:SNTL,False
stehekin_r_at_stehekin,515:WA:SNTL,False
stehekin_r_at_stehekin,991:WA:SNTL,False
stehekin_r_at_stehekin,606:WA:SNTL,False
stehekin_r_at_stehekin,999:WA:SNTL,False
stehekin_r_at_stehekin,1259:WA:SNTL,False
stehekin_r_at_stehekin,699:WA:SNTL,False
stehekin_r_at_stehekin,711:WA:SNTL,False
stehekin_r_at_stehekin,728:WA:SNTL,False
stehekin_r_at_stehekin,791:WA:SNTL,False
stehekin_r_at_stehekin,975:WA:SNTL,False
stehekin_r_at_stehekin,817:WA:SNTL,False
stehekin_r_at_stehekin,1171:WA:SNTL,False
skagit_ross_reservoir,998:WA:SNTL,False
skagit_ross_reservoir,910:WA:SNTL,False
skagit_ross_reservoir,515:WA:SNTL,False
skagit_ross_reservoir,606:WA:SNTL,False
skagit_ross_reservoir,999:WA:SNTL,False
skagit_ross_reservoir,1011:WA:SNTL,False
skagit_ross_reservoir,681:WA:SNTL,False
skagit_ross_reservoir,711:WA:SNTL,False
skagit_ross_reservoir,975:WA:SNTL,False
skagit_ross_reservoir,817:WA:SNTL,False
skagit_ross_reservoir,909:WA:SNTL,False
san_joaquin_river_millerton_reservoir,340:NV:SNTL,False
san_joaquin_river_millerton_reservoir,356:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1051:CA:SNTL,False
san_joaquin_river_millerton_reservoir,428:CA:SNTL,False
san_joaquin_river_millerton_reservoir,462:CA:SNTL,False
san_joaquin_river_millerton_reservoir,463:CA:SNTL,False
san_joaquin_river_millerton_reservoir,473:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1049:CA:SNTL,False
san_joaquin_river_millerton_reservoir,508:CA:SNTL,False
san_joaquin_river_millerton_reservoir,518:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1050:CA:SNTL,False
san_joaquin_river_millerton_reservoir,539:CA:SNTL,False
san_joaquin_river_millerton_reservoir,540:CA:SNTL,False
san_joaquin_river_millerton_reservoir,541:CA:SNTL,False
san_joaquin_river_millerton_reservoir,574:CA:SNTL,False
san_joaquin_river_millerton_reservoir,575:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1242:NV:SNTL,False
san_joaquin_river_millerton_reservoir,587:CA:SNTL,False
san_joaquin_river_millerton_reservoir,615:NV:SNTL,False
san_joaquin_river_millerton_reservoir,633:CA:SNTL,False
san_joaquin_river_millerton_reservoir,652:NV:SNTL,False
san_joaquin_river_millerton_reservoir,784:CA:SNTL,False
san_joaquin_river_millerton_reservoir,697:CA:SNTL,False
san_joaquin_river_millerton_reservoir,724:CA:SNTL,False
san_joaquin_river_millerton_reservoir,771:CA:SNTL,False
san_joaquin_river_millerton_reservoir,778:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1052:CA:SNTL,False
san_joaquin_river_millerton_reservoir,809:CA:SNTL,False
san_joaquin_river_millerton_reservoir,834:CA:SNTL,False
san_joaquin_river_millerton_reservoir,848:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1317:CA:SNTL,False
sweetwater_r_nr_alcova,342:WY:SNTL,False
sweetwater_r_nr_alcova,923:WY:SNTL,False
sweetwater_r_nr_alcova,525:WY:SNTL,False
sweetwater_r_nr_alcova,1133:WY:SNTL,False
sweetwater_r_nr_alcova,775:WY:SNTL,False
sweetwater_r_nr_alcova,786:WY:SNTL,False
sweetwater_r_nr_alcova,826:WY:SNTL,False
colville_r_at_kettle_falls,376:WA:SNTL,False
colville_r_at_kettle_falls,1256:WA:SNTL,False
colville_r_at_kettle_falls,988:ID:SNTL,False
colville_r_at_kettle_falls,707:WA:SNTL,False
colville_r_at_kettle_falls,1081:ID:SNTL,False
colville_r_at_kettle_falls,738:ID:SNTL,False
colville_r_at_kettle_falls,1038:ID:SNTL,False
colville_r_at_kettle_falls,1043:WA:SNTL,False
pecos_r_nr_pecos,921:NM:SNTL,False
pecos_r_nr_pecos,491:NM:SNTL,False
pecos_r_nr_pecos,1170:NM:SNTL,False
pecos_r_nr_pecos,708:NM:SNTL,False
pecos_r_nr_pecos,1254:NM:SNTL,False
pecos_r_nr_pecos,922:NM:SNTL,False
pecos_r_nr_pecos,1307:NM:SNTL,False
pecos_r_nr_pecos,934:NM:SNTL,False
pecos_r_nr_pecos,1083:NM:SNTL,False
pecos_r_nr_pecos,854:NM:SNTL,False
merced_river_yosemite_at_pohono_bridge,574:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,575:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,587:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,771:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,1052:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,846:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,1317:CA:SNTL,False
american_river_folsom_lake,846:CA:SNTL,False
american_river_folsom_lake,1317:CA:SNTL,False
