stationTriplet,actonId,beginDate,countyName,elevation,endDate,fipsCountryCd,fipsCountyCd,fipsStateNumber,huc,hud,latitude,longitude,name,shefId,stationDataTimeZone,stationTimeZone
1139:AZ:SNTL,12P01S,2009-05-15 00:00:00,Coconino,7035.00,2100-01-01 00:00:00,US,005,04,150602020305,15010004,35.26238,-112.06221,Chalender,CDRA3,-8.0,
392:UT:SNTL,11J01S,1978-10-01 00:00:00,Summit,9171.00,2100-01-01 00:00:00,US,043,49,160201010301,16020101,40.85464,-111.04765,Chalk Creek #1,CHCU1,-8.0,
393:UT:SNTL,11J02S,1978-10-01 00:00:00,Summit,8208.00,2100-01-01 00:00:00,US,043,49,160201010301,16020101,40.88529,-111.06954,Chalk Creek #2,CCKU1,-8.0,
394:NM:SNTL,06N03S,1978-10-01 00:00:00,Rio Arriba,8383.00,2100-01-01 00:00:00,US,039,35,130201020204,13020102,36.95606,-106.65723,Chamita,CHAN5,-8.0,
1101:CO:SNTL,06K46S,2007-09-01 00:00:00,Pitkin,10100.00,2100-01-01 00:00:00,US,097,08,140100040504,14010004,39.26210,-106.62944,Chapman Tunnel,HAPC2,-8.0,
395:OR:SNTL,21F22S,1979-10-01 00:00:00,Klamath,4850.00,2100-01-01 00:00:00,US,035,41,180102010201,18010201,43.22625,-121.80662,Chemult Alternate,CHUO3,-8.0,
1260:AK:SNTL,47P06,2020-08-20 00:00:00,Fairbanks North Star,500.00,2100-01-01 00:00:00,US,090,02,190803060901,,64.75793,-147.21823,Chena Lakes,CLNA2,-9.0,
396:UT:SNTL,10J43S,1980-07-16 00:00:00,Duchesne,10499.00,2100-01-01 00:00:00,US,013,49,140600031202,14060003,40.77458,-110.01050,Chepeta,CWHU1,-8.0,
1312:MT:SNTL,,2022-08-22 00:00:00,Sanders,5800.00,2100-01-01 00:00:00,US,089,30,170102131301,,48.06200,-115.69800,Chicago Ridge,CHIM8,-8.0,
1093:AK:SNTL,42N01S,2007-10-01 00:00:00,Valdez-Cordova,3320.00,2100-01-01 00:00:00,US,261,02,190803010305,19040501,62.06900,-142.04900,Chisana,CNAA2,-9.0,
895:ID:SNTL,14F19S,1992-10-01 00:00:00,Blaine,6310.00,2100-01-01 00:00:00,US,013,16,170402190301,17040219,43.76850,-114.41812,Chocolate Gulch,CHOI1,-8.0,
1046:WY:SNTL,06H24S,1999-06-13 00:00:00,Albany,9707.00,2100-01-01 00:00:00,US,001,56,101800100503,10180002,41.23843,-106.23101,Cinnabar Park,CINW4,-8.0,
398:OR:SNTL,21D13S,1979-10-01 00:00:00,Clackamas,3400.00,2100-01-01 00:00:00,US,005,41,170900110301,17090011,45.09658,-121.75443,Clackamas Lake,CLLO3,-8.0,
983:UT:SNTL,11M06S,2000-10-01 00:00:00,Garfield,10049.00,2100-01-01 00:00:00,US,017,49,160300020501,16030002,37.97250,-111.83355,Clayton Springs,CSPU1,-8.0,
399:UT:SNTL,11K21S,1978-01-01 00:00:00,Utah,8975.00,2100-01-01 00:00:00,US,049,49,160202020102,16020202,39.86671,-111.28363,Clear Creek #1,CLCU1,-8.0,
400:UT:SNTL,11K22S,1978-10-01 00:00:00,Utah,7837.00,2100-01-01 00:00:00,US,049,49,160202020102,16020202,39.89275,-111.25154,Clear Creek #2,CRKU1,-8.0,
401:OR:SNTL,21D12S,1979-10-01 00:00:00,Wasco,3810.00,2100-01-01 00:00:00,US,065,41,170703060901,17090011,45.18832,-121.69160,Clear Lake,CLKO3,-8.0,
402:WY:SNTL,07E36S,1978-10-01 00:00:00,Johnson,9860.00,2100-01-01 00:00:00,US,019,56,100902060301,10090206,44.40343,-107.06057,Cloud Peak Reservoir,CPKW4,-8.0,
403:MT:SNTL,11D08S,1971-10-01 00:00:00,Madison,8600.00,2100-01-01 00:00:00,US,057,30,100200070803,10020007,45.01788,-111.84560,Clover Meadow,CMDM8,-8.0,
1059:CO:SNTL,06L06S,2004-09-01 00:00:00,Saguache,10061.00,2100-01-01 00:00:00,US,109,08,130100040203,13010004,38.16273,-106.59880,Cochetopa Pass,CZSC2,-8.0,
405:WY:SNTL,09F25S,1980-10-01 00:00:00,Fremont,9630.00,2100-01-01 00:00:00,US,013,56,100800010702,10080001,43.27676,-109.44585,Cold Springs,COSW4,-8.0,
406:OR:SNTL,22G24S,1979-10-01 00:00:00,Klamath,5940.00,2100-01-01 00:00:00,US,035,41,180102030202,18010203,42.53305,-122.17683,Cold Springs Camp,CSCO3,-8.0,
958:AK:SNTL,50S01S,1994-10-01 00:00:00,Yukon-Koyukuk,1040.00,2100-01-01 00:00:00,US,290,02,190901010604,19040601,67.25333,-150.18300,Coldfoot,COFA2,-9.0,
982:WY:SNTL,04E07S,2000-06-01 00:00:00,Crook,5910.00,2100-01-01 00:00:00,US,011,56,101202030302,10120201,44.48632,-104.41057,Cole Canyon,CLCW4,-8.0,
407:MT:SNTL,09D16S,1960-10-01 00:00:00,Carbon,7850.00,2100-01-01 00:00:00,US,009,30,100700060801,10070006,45.19405,-109.34548,Cole Creek,CLCM8,-8.0,
1204:NV:SNTL,16H06S,2011-12-23 00:00:00,Elko,6483.00,2100-01-01 00:00:00,US,007,32,170501050503,17050105,41.67167,-116.07033,Columbia Basin,CMBN2,-8.0,
408:CO:SNTL,06J03S,1978-10-01 00:00:00,Jackson,9167.00,2100-01-01 00:00:00,US,057,08,101800010102,10180001,40.39591,-106.60437,Columbine,COLC2,-8.0,
409:CO:SNTL,08L02S,1985-10-01 00:00:00,Montrose,9171.00,2100-01-01 00:00:00,US,085,08,140200050202,14020005,38.41819,-108.38313,Columbine Pass,CPSC2,-8.0,
904:CO:SNTL,08M10S,1994-08-30 00:00:00,La Plata,10781.00,2100-01-01 00:00:00,US,067,08,140801050101,14080105,37.44146,-108.02468,Columbus Basin,CMBC2,-8.0,
410:MT:SNTL,13C33S,1965-10-01 00:00:00,Granite,5600.00,2100-01-01 00:00:00,US,039,30,170102020401,17010202,46.46523,-113.39358,Combination,CMBM8,-8.0,
411:ID:SNTL,15C16S,1983-10-01 00:00:00,Clearwater,6280.00,2100-01-01 00:00:00,US,035,16,170603070702,17060307,46.76361,-115.29528,Cool Creek,COLI1,-8.0,
959:AK:SNTL,49L10S,1981-10-01 00:00:00,Kenai Peninsula,1200.00,2100-01-01 00:00:00,US,122,02,190203021205,19020302,60.39027,-149.69360,Cooper Lake,CORA2,-9.0,
412:CO:SNTL,05J18S,1979-10-01 00:00:00,Boulder,8555.00,2100-01-01 00:00:00,US,013,08,101900050202,10190005,40.20733,-105.56950,Copeland Lake,COPC2,-8.0,
413:MT:SNTL,12B16S,1978-10-01 00:00:00,Lewis and Clark,5200.00,2100-01-01 00:00:00,US,049,30,170102030103,17010203,47.05678,-112.59500,Copper Bottom,COPM8,-8.0,
414:MT:SNTL,12B14S,1978-10-01 00:00:00,Lewis and Clark,6950.00,2100-01-01 00:00:00,US,049,30,170102030103,17010203,47.08158,-112.72955,Copper Camp,CPCM8,-8.0,
415:CO:SNTL,06K24S,1978-10-01 00:00:00,Summit,10523.00,2100-01-01 00:00:00,US,117,08,140100020302,14010002,39.48917,-106.17154,Copper Mountain,CPMC2,-8.0,
1209:NV:SNTL,15L02S,2011-12-23 09:00:00,White Pine,8640.00,2100-01-01 00:00:00,US,033,32,160600121206,15010011,38.99651,-115.42478,Corduroy Flat,CORN2,-8.0,
416:AZ:SNTL,09S07S,1978-10-01 00:00:00,Apache,8418.00,2100-01-01 00:00:00,US,001,04,150400040501,15040004,33.80418,-109.15352,Coronado Trail,CNDA3,-8.0,
1236:UT:SNTL,10K05S,2013-10-01 00:00:00,Carbon,8207.00,2100-01-01 00:00:00,US,007,49,140600070903,,39.65795,-110.37906,Corral,CAOU1,-8.0,
417:NV:SNTL,15J12S,1978-10-01 00:00:00,Elko,8445.00,2100-01-01 00:00:00,US,007,32,160401030401,16040103,40.27551,-115.54017,Corral Canyon,COLN2,-8.0,
418:WA:SNTL,21B13S,1979-10-01 00:00:00,Pierce,5800.00,2100-01-01 00:00:00,US,053,53,171100140307,17110014,47.01872,-121.46464,Corral Pass,COPW1,-8.0,
419:WY:SNTL,10G25S,1980-10-01 00:00:00,Lincoln,7670.00,2100-01-01 00:00:00,US,023,56,170401050102,17040105,42.64590,-110.81482,Cottonwood Creek,CLWW4,-8.0,
1306:ID:SNTL,,2021-10-07 00:00:00,Camas,6800.00,2100-01-01 00:00:00,US,025,16,170501130204,,43.51768,-114.80220,Couch Summit,COSI1,-8.0,
420:WA:SNTL,21B42S,1979-10-01 00:00:00,King,3200.00,2100-01-01 00:00:00,US,033,53,171100130202,17110013,47.27666,-121.67138,Cougar Mountain,CUMW1,-8.0,
422:OR:SNTL,18D08S,1979-10-01 00:00:00,Umatilla,4830.00,2100-01-01 00:00:00,US,059,41,170601040202,17070202,45.19107,-118.55015,County Line,COLO3,-8.0,
423:ID:SNTL,15E08S,1978-10-01 00:00:00,Valley,5400.00,2100-01-01 00:00:00,US,085,16,170501200403,17050120,44.28846,-115.65508,Cozy Cove,COZI1,-8.0,
424:ID:SNTL,11E37S,1979-10-01 00:00:00,Clark,6900.00,2100-01-01 00:00:00,US,033,16,170402140108,17040214,44.43700,-111.99384,Crab Creek,CRBI1,-8.0,
425:ID:SNTL,15C09S,1983-10-01 00:00:00,Clearwater,5960.00,2100-01-01 00:00:00,US,035,16,170603070502,17060307,46.56394,-115.28903,Crater Meadows,CRAI1,-8.0,
1010:OR:SNTL,20G12S,2001-09-01 00:00:00,Klamath,6180.00,2100-01-01 00:00:00,US,035,41,180102020101,18010202,42.63810,-120.94917,Crazyman Flat,CZFO3,-8.0,
1302:AK:SNTL,47P07S,2021-08-11 00:00:00,Fairbanks North Star,440.00,2100-01-01 00:00:00,US,090,02,190803060907,,64.86534,-147.73617,Creamers Field,SCFA2,-9.0,
426:CO:SNTL,07J04S,1985-10-01 00:00:00,Rio Blanco,8973.00,2100-01-01 00:00:00,US,103,08,140500010106,14050001,40.16749,-107.05769,Crosho,CRSC2,-8.0,
1045:WY:SNTL,05H02S,2003-08-01 00:00:00,Albany,8335.00,2100-01-01 00:00:00,US,001,56,101900090104,10190009,41.22824,-105.38571,Crow Creek,CRWW4,-8.0,
977:CA:SNTL,20H02S,1999-10-01 00:00:00,Modoc,5170.00,2100-01-01 00:00:00,US,049,06,180102040103,18020001,41.89318,-120.75202,Crowder Flat,CRWC1,-8.0,
427:MT:SNTL,09C01S,1967-09-01 00:00:00,Fergus,6050.00,2100-01-01 00:00:00,US,027,30,100401030204,10040103,46.78942,-109.51205,Crystal Lake,CRYM8,-8.0,
428:CA:SNTL,20K31S,1980-10-01 00:00:00,Nevada,6894.00,2100-01-01 00:00:00,US,057,06,180201250602,18020128,39.32565,-120.36807,Css Lab,CSSC1,-8.0,
430:CO:SNTL,05M03S,1978-10-01 00:00:00,Costilla,10562.00,2100-01-01 00:00:00,US,023,08,130100020902,13010002,37.20939,-105.19988,Culebra #2,CULC2,-8.0,
431:CO:SNTL,06M22S,1979-10-01 00:00:00,Conejos,10035.00,2100-01-01 00:00:00,US,021,08,130201020203,13020102,37.01877,-106.45275,Cumbres Trestle,CUMC2,-8.0,
432:UT:SNTL,11J32S,1978-10-01 00:00:00,Wasatch,7915.00,2100-01-01 00:00:00,US,051,49,140600040401,14060004,40.35747,-111.08993,Currant Creek,CUCU1,-8.0,
1303:AK:SNTL,,2021-09-01 00:00:00,Northwest Arctic,260.00,2100-01-01 00:00:00,US,188,02,190503021508,,66.94517,-156.90318,Dahl Creek,DHLA2,-9.0,
919:MT:SNTL,10C15S,1977-09-01 00:00:00,Meagher,7600.00,2100-01-01 00:00:00,US,059,30,100402010106,10040201,46.66858,-110.33022,Daisy Peak,DAZM8,-8.0,
433:MT:SNTL,13C39S,1966-10-01 00:00:00,Ravalli,5780.00,2100-01-01 00:00:00,US,081,30,170102050901,17010205,46.18367,-113.85330,Daly Creek,DALM8,-8.0,
434:OR:SNTL,22E08S,1978-10-01 00:00:00,Linn,3690.00,2100-01-01 00:00:00,US,043,41,170900060101,17090006,44.52147,-122.08718,Daly Lake,DALO3,-8.0,
435:UT:SNTL,11J23S,1978-10-01 00:00:00,Wasatch,8008.00,2100-01-01 00:00:00,US,051,49,140600040101,14060004,40.29530,-111.25677,Daniels-Strawberry,DSTU1,-8.0,
436:MT:SNTL,13D19S,1977-08-01 00:00:00,Beaverhead,8945.00,2100-01-01 00:00:00,US,001,30,100200040301,10020004,45.17367,-113.58448,Darkhorse Lake,DHLM8,-8.0,
437:MT:SNTL,10C09S,1966-10-01 00:00:00,Meagher,6450.00,2100-01-01 00:00:00,US,059,30,100301030401,10030103,46.79279,-110.67545,Deadman Creek,DDMM8,-8.0,
438:CO:SNTL,05J06S,1978-10-01 00:00:00,Larimer,10239.00,2100-01-01 00:00:00,US,069,08,101900070502,10190007,40.80572,-105.77018,Deadman Hill,DDMC2,-8.0,
439:ID:SNTL,15E04S,1978-10-01 00:00:00,Valley,6860.00,2100-01-01 00:00:00,US,085,16,170501200401,17060208,44.54514,-115.56380,Deadwood Summit,DDSI1,-8.0,
923:WY:SNTL,08G10S,1997-08-14 00:00:00,Fremont,9700.00,2100-01-01 00:00:00,US,013,56,100800030101,10080003,42.59076,-108.90273,Deer Park,DPKW4,-8.0,
1210:NV:SNTL,14K09S,2011-12-22 00:00:00,White Pine,9302.00,2100-01-01 00:00:00,US,033,32,160600081002,16060008,39.08527,-114.89977,Defiance Mines,DEFN2,-8.0,
440:OR:SNTL,19E03S,1979-10-01 00:00:00,Wheeler,5850.00,2100-01-01 00:00:00,US,069,41,170703040401,17070304,44.44650,-119.93012,Derr.,DERO3,-8.0,
442:OR:SNTL,22F18S,1979-10-01 00:00:00,Douglas,5280.00,2100-01-01 00:00:00,US,019,41,171003010204,17100301,43.18787,-122.14003,Diamond Lake,DIAO3,-8.0,
443:NV:SNTL,15K03S,1983-10-01 00:00:00,Eureka,8017.00,2100-01-01 00:00:00,US,011,32,160600051503,16060005,39.56361,-115.84421,Diamond Peak,DPKN2,-8.0,
444:UT:SNTL,11K15S,1978-10-01 00:00:00,Sanpete,9228.00,2100-01-01 00:00:00,US,039,49,140700020201,14070002,39.04554,-111.46875,Dills Camp,DCPU1,-8.0,
445:NV:SNTL,18H01S,1980-10-01 00:00:00,Humboldt,6260.00,2100-01-01 00:00:00,US,013,32,160402010201,16040201,41.96737,-118.18934,Disaster Peak,DSPN2,-8.0,
446:CA:SNTL,20H12S,1979-10-01 00:00:00,Modoc,7360.00,2100-01-01 00:00:00,US,049,06,171200070304,17120007,41.99127,-120.18033,Dismal Swamp,DMLC1,-8.0,
448:MT:SNTL,12E07S,1971-01-01 00:00:00,Madison,7800.00,2100-01-01 00:00:00,US,057,30,100200030102,10020002,44.79317,-112.05645,Divide,DIVM8,-8.0,
449:WY:SNTL,07H05S,1979-10-01 00:00:00,Carbon,8730.00,2100-01-01 00:00:00,US,007,56,140500030203,10180002,41.30399,-107.15255,Divide Peak,DVDW4,-8.0,
450:ID:SNTL,14F08S,1979-10-01 00:00:00,Blaine,8420.00,2100-01-01 00:00:00,US,013,16,170402190201,17040219,43.60250,-114.67417,Dollarhide Summit,DHDI1,-8.0,
451:WY:SNTL,07E34S,1978-10-01 00:00:00,Sheridan,8880.00,2100-01-01 00:00:00,US,033,56,100901010102,10090101,44.57462,-107.29537,Dome Lake,DMLW4,-8.0,
452:UT:SNTL,11L05S,1985-10-01 00:00:00,Wayne,9799.00,2100-01-01 00:00:00,US,055,49,140700030305,14070003,38.20840,-111.47412,Donkey Reservoir,DRSU1,-8.0,
453:NV:SNTL,15J01S,1978-10-01 00:00:00,Elko,7903.00,2100-01-01 00:00:00,US,007,32,160401010604,16040103,40.89343,-115.21104,Dorsey Basin,DRBN2,-8.0,
454:NV:SNTL,15H24S,1983-10-01 00:00:00,Elko,7332.00,2100-01-01 00:00:00,US,007,32,160401010403,16040101,41.66100,-115.32340,Draw Creek,DRCN2,-8.0,
455:UT:SNTL,11H55S,1978-10-01 00:00:00,Cache,8302.00,2100-01-01 00:00:00,US,005,49,160102030101,16010203,41.41289,-111.53770,Dry Bread Pond,DBPU1,-8.0,
1243:NV:SNTL,15J03S,2013-10-01 00:00:00,Elko,6555.00,2100-01-01 00:00:00,US,007,32,160401010601,,40.86380,-115.22014,Dry Creek,DRKN2,-8.0,
906:UT:SNTL,12J09S,1994-10-01 00:00:00,Salt Lake,7093.00,2100-01-01 00:00:00,US,035,49,160202040106,16020204,40.56533,-112.17343,Dry Fork,DRFU1,-8.0,
457:CO:SNTL,06J01S,1979-10-01 00:00:00,Routt,8271.00,2100-01-01 00:00:00,US,107,08,140500010409,14050001,40.53370,-106.78140,Dry Lake,DRLC2,-8.0,
943:WA:SNTL,23B16S,1998-10-01 00:00:00,Clallam,4010.00,2100-01-01 00:00:00,US,009,53,171100200301,17110020,47.87224,-123.07880,Dungeness,DGSW1,-8.0,
458:MT:SNTL,12A02S,1982-10-01 00:00:00,Teton,5750.00,2100-01-01 00:00:00,US,099,30,100302010501,10030201,48.06341,-112.75730,Dupuyer Creek,DPYM8,-8.0,
960:AK:SNTL,45Q05S,1997-10-01 00:00:00,Yukon-Koyukuk,3650.00,2100-01-01 00:00:00,US,290,02,190804010801,19040402,65.48588,-145.41212,Eagle Summit,EAGA2,-9.0,
1105:MT:SNTL,10D39S,2008-06-19 00:00:00,Sweet Grass,6335.00,2100-01-01 00:00:00,US,097,30,100700020701,10070002,45.50381,-110.08019,East Boulder Mine,EBMM8,-8.0,
953:AK:SNTL,,2018-07-23 00:00:00,Matanuska-Susitna,230.00,2100-01-01 00:00:00,US,170,02,190204020709,,61.59858,-149.09637,East Palmer,,-9.0,
460:WY:SNTL,10F17S,1984-10-01 00:00:00,Sublette,7930.00,2100-01-01 00:00:00,US,035,56,170401030203,14040101,43.13097,-110.20230,East Rim Divide,ERDW4,-8.0,
461:UT:SNTL,09K01S,1986-08-06 00:00:00,Grand,8302.00,2100-01-01 00:00:00,US,019,49,140600060205,14030001,39.31213,-109.53179,East Willow Creek,EWCU1,-8.0,
998:WA:SNTL,21A07S,2008-09-19 00:00:00,Whatcom,5270.00,2100-01-01 00:00:00,US,073,53,171100010101,17110005,48.85933,-121.43895,Easy Pass,EPSW1,-8.0,
462:CA:SNTL,19L19S,1978-10-01 00:00:00,Alpine,8661.00,2100-01-01 00:00:00,US,003,06,160502010104,16050201,38.54970,-119.80468,Ebbetts Pass,EBTC1,-8.0,
936:CO:SNTL,05K27S,1998-08-10 00:00:00,Clear Creek,10694.00,2100-01-01 00:00:00,US,019,08,101900020801,10190002,39.65539,-105.59358,Echo Lake,ECLC2,-8.0,
463:CA:SNTL,20L06S,1980-10-01 00:00:00,El Dorado,7653.00,2100-01-01 00:00:00,US,017,06,160501010303,16050101,38.84900,-120.07950,Echo Peak,ECOC1,-8.0,
1163:UT:SNTL,10J21S,2010-10-22 00:00:00,Summit,9360.00,2100-01-01 00:00:00,US,043,49,140401070302,14040107,40.88472,-110.54056,EF Blacks Fork GS,EFBU1,-8.0,
464:OR:SNTL,18E03S,1979-10-01 00:00:00,Baker,5510.00,2100-01-01 00:00:00,US,001,41,170502030404,17050203,44.86887,-118.11387,Eilertson Meadows,EIMO3,-8.0,
465:CO:SNTL,08M06S,1985-10-01 00:00:00,Dolores,10217.00,2100-01-01 00:00:00,US,033,08,140300020202,14030002,37.78607,-108.02235,El Diente Peak,EDSC2,-8.0,
910:WA:SNTL,21A32S,1995-08-24 00:00:00,Whatcom,3040.00,2100-01-01 00:00:00,US,073,53,171100040401,17110004,48.69092,-121.90893,Elbow Lake,ELSW1,-8.0,
466:ID:SNTL,16C20S,1982-10-01 00:00:00,Clearwater,5690.00,2100-01-01 00:00:00,US,035,16,170603080701,17060308,46.83998,-116.12233,Elk Butte,ELBI1,-8.0,
921:NM:SNTL,05P04S,1996-10-01 00:00:00,Santa Fe,8239.00,2100-01-01 00:00:00,US,049,35,130202010102,13020201,35.70730,-105.80584,Elk Cabin,ELCN5,-8.0,
1106:MT:SNTL,10C27S,2008-07-08 00:00:00,Meagher,7600.00,2023-07-11 00:00:00,US,059,30,100402010203,10040201,46.48450,-110.71250,Elk Peak,WHSM8,-8.0,
1316:MT:SNTL,,2023-07-13 00:00:00,Meagher,7801.00,2100-01-01 00:00:00,US,059,30,100301030104,,46.47617,-110.72148,Elk Peak Alt,,-8.0,
467:CO:SNTL,06J15S,1978-10-01 00:00:00,Routt,8739.00,2100-01-01 00:00:00,US,107,08,140500010206,14050001,40.84758,-106.96861,Elk River,ELKC2,-8.0,
468:WY:SNTL,09F23S,1963-10-01 00:00:00,Sublette,9400.00,2100-01-01 00:00:00,US,035,56,140401020103,14040102,43.00657,-109.75893,Elkhart Park G.S.,EKPW4,-8.0,
1252:CO:SNTL,07J06S,2016-09-01 00:00:00,Routt,8800.00,2100-01-01 00:00:00,US,107,08,140500010601,,40.79637,-107.10113,Elkhead Divide,EKDC2,-8.0,
1120:CO:SNTL,06K29S,2009-08-07 00:00:00,Summit,10549.00,2100-01-01 00:00:00,US,117,08,140100020602,14010003,39.86380,-106.42473,Elliot Ridge,ELRC2,-8.0,
469:MT:SNTL,13A24S,1975-10-01 00:00:00,Flathead,4350.00,2100-01-01 00:00:00,US,029,30,170102090703,17010209,48.43412,-113.93725,Emery Creek,EMCM8,-8.0,
470:OR:SNTL,18D04S,1979-10-01 00:00:00,Umatilla,3800.00,2100-01-01 00:00:00,US,059,41,170701030501,17070103,45.55808,-118.45383,Emigrant Springs,ESPO3,-8.0,
471:ID:SNTL,11G06S,1979-10-01 00:00:00,Bear Lake,7390.00,2100-01-01 00:00:00,US,007,16,160102020206,16010201,42.36055,-111.56085,Emigrant Summit,EMSI1,-8.0,
1071:AK:SNTL,48L06S,2004-10-01 00:00:00,Valdez-Cordova,50.00,2100-01-01 00:00:00,US,261,02,190202011605,19020201,60.79800,-148.08570,Esther Island,ESIA2,-9.0,
472:WY:SNTL,09E11S,1979-10-01 00:00:00,Park,9200.00,2100-01-01 00:00:00,US,029,56,100700060301,10070006,44.65258,-109.78422,Evening Star,EVNW4,-8.0,
1092:AK:SNTL,49L18S,2011-07-05 00:00:00,Kenai Peninsula,400.00,2100-01-01 00:00:00,US,122,02,190202020508,19020202,60.19033,-149.62117,Exit Glacier,EXGA2,-9.0,
1174:AK:SNTL,47P03S,1981-10-01 00:00:00,Fairbanks North Star,450.00,2020-07-21 00:00:00,US,090,02,190803060907,19040506,64.85000,-147.80000,Fairbanks F.O.,FOFA2,-9.0,
473:CA:SNTL,20L10S,1979-10-01 00:00:00,El Dorado,6242.00,2100-01-01 00:00:00,US,017,06,160501010401,16050101,38.93403,-120.05450,Fallen Leaf,FLFC1,-8.0,
474:UT:SNTL,11J11S,1978-10-01 00:00:00,Davis,7902.00,2100-01-01 00:00:00,US,011,49,160201020502,16020101,40.97462,-111.80975,Farmington,FMNU1,-8.0,
1054:UT:SNTL,11J12S,2003-11-20 00:00:00,Davis,6779.00,2100-01-01 00:00:00,US,011,49,160201020502,16020102,40.99200,-111.81702,Farmington Lower,FARU1,-8.0,
475:UT:SNTL,11L01S,1980-07-24 00:00:00,Sevier,9623.00,2100-01-01 00:00:00,US,041,49,160300030405,16030003,38.77246,-111.67662,Farnsworth Lake,FRLU1,-8.0,
476:NV:SNTL,16H08S,1980-10-01 00:00:00,Elko,7031.00,2100-01-01 00:00:00,US,007,32,170501040304,17050104,41.82098,-116.10153,Fawn Creek,FWCN2,-8.0,
1268:AK:SNTL,45O01S,2014-08-07 00:00:00,Valdez-Cordova,3000.00,2100-01-01 00:00:00,US,261,02,190803040302,,63.20267,-145.63050,Fielding Lake,FLDA2,-9.0,
1314:OR:SNTL,,2022-09-21 00:00:00,Hood River,5970.00,2100-01-01 00:00:00,US,027,41,170701050503,,45.35265,-121.53000,Fifteenmile,FFMO3,-8.0,
1305:ID:SNTL,,2021-09-29 00:00:00,Blaine,6330.00,2100-01-01 00:00:00,US,013,16,170402210401,,43.55542,-113.71924,Fish Ck,FSHI1,-8.0,
477:OR:SNTL,18G02S,1978-10-01 00:00:00,Harney,7660.00,2100-01-01 00:00:00,US,025,41,171200030107,17120003,42.70992,-118.63210,Fish Creek,FCKO3,-8.0,
478:WA:SNTL,21B04S,1979-10-01 00:00:00,Kittitas,3430.00,2100-01-01 00:00:00,US,037,53,170300010102,17030001,47.53565,-121.08553,Fish Lake,FISW1,-8.0,
1149:UT:SNTL,11L03S,2010-10-01 00:00:00,Sevier,8798.00,2100-01-01 00:00:00,US,041,49,140700030108,16030003,38.50455,-111.76693,Fish Lake Utah,FLSU1,-8.0,
479:OR:SNTL,22G14S,1979-10-01 00:00:00,Jackson,4660.00,2100-01-01 00:00:00,US,029,41,171003070801,17100307,42.38010,-122.34943,Fish Lk.,FISO3,-8.0,
480:MT:SNTL,09D06S,1966-10-01 00:00:00,Park,9100.00,2100-01-01 00:00:00,US,067,30,100700060202,10070006,45.06235,-109.94488,Fisher Creek,FSHM8,-8.0,
481:UT:SNTL,10J26S,1980-08-14 00:00:00,Duchesne,10943.00,2100-01-01 00:00:00,US,013,49,140600030701,14060003,40.71785,-110.46721,Five Points Lake,FPLU1,-8.0,
482:MT:SNTL,13A19S,1969-10-01 00:00:00,Flathead,6300.00,2100-01-01 00:00:00,US,029,30,170102070501,17010207,48.80225,-113.85713,Flattop Mtn.,FTMM8,-8.0,
1285:AK:SNTL,36K01S,2017-08-10 00:00:00,Haines,2510.00,2100-01-01 00:00:00,US,100,02,190103031206,,59.39617,-136.28123,Flower Mountain,FLOA2,-9.0,
1186:CO:SNTL,05K30S,2011-07-28 00:00:00,Grand,11156.00,2100-01-01 00:00:00,US,049,08,140100010203,14010001,39.86866,-105.86765,Fool Creek,FCVC2,-8.0,
1049:CA:SNTL,19L43S,2003-10-01 00:00:00,Alpine,8017.00,2100-01-01 00:00:00,US,003,06,160502010301,16050201,38.68245,-119.95970,Forestdale Creek,FDCC1,-8.0,
1121:AZ:SNTL,11P02S,2008-06-26 00:00:00,Coconino,7371.00,2100-01-01 00:00:00,US,005,04,150200150102,15020015,35.26773,-111.74479,Fort Valley,FRVA3,-8.0,
961:AK:SNTL,45R01S,1992-10-01 00:00:00,Yukon-Koyukuk,430.00,2100-01-01 00:00:00,US,290,02,190705062100,19040403,66.57050,-145.24553,Fort Yukon,FYNA2,-9.0,
483:OR:SNTL,22G12S,1978-10-01 00:00:00,Klamath,5970.00,2100-01-01 00:00:00,US,035,41,180102030202,18010203,42.43933,-122.22880,Fourmile Lake,FRLO3,-8.0,
484:ID:SNTL,11G32S,1978-10-01 00:00:00,Franklin,8140.00,2100-01-01 00:00:00,US,041,16,160102020501,16010202,42.05050,-111.60120,Franklin Basin,FBNI1,-8.0,
1277:CA:SNTL,20J01S,2016-10-07 00:00:00,Lassen,7208.00,2100-01-01 00:00:00,US,035,06,180800030304,,40.68799,-120.60805,Fredonyer Peak,FPKC1,-8.0,
485:CO:SNTL,06K08S,1979-10-01 00:00:00,Summit,11326.00,2100-01-01 00:00:00,US,117,08,140100020301,14010002,39.38014,-106.19784,Fremont Pass,FMTC2,-8.0,
486:NM:SNTL,08S01S,1971-10-01 00:00:00,Catron,8013.00,2100-01-01 00:00:00,US,003,35,150400040303,15040004,33.73687,-108.94327,Frisco Divide,FRDN5,-8.0,
487:MT:SNTL,12C13S,1967-10-01 00:00:00,Jefferson,6480.00,2100-01-01 00:00:00,US,043,30,100301011305,10030101,46.43545,-112.19277,Frohner Meadow,FRHM8,-8.0,
641:AK:SNTL,,2019-02-07 00:00:00,Matanuska-Susitna,2700.00,2100-01-01 00:00:00,US,170,02,190205051202,,61.74722,-149.26880,Frostbite Bottom,FBBA2,-9.0,
